"beta","factor","rc.1","rc.2","rc.3","rc.4","rb.1","rb.2","rb.3","rb.4","rb.5"
1.24366180904523,-46.001725403401,-1.14660470401296,-0.186120123447288,-0.0247800035391499,-0.000901344456766851,31.3342239805832,-1.94381794316098,-0.28651147156714,-0.0430407526802775,-0.00257758314263892
1.25245527638191,-45.4200864899371,-1.14031372027772,-0.185310662384676,-0.0246548483238292,-0.000891007439040663,30.4653002616567,-1.97181757691235,-0.289685825578951,-0.0436583753866173,-0.00264373036164039
1.26124874371859,-44.9080481919728,-1.13407208481664,-0.184504523649807,-0.0245298799026428,-0.000880682832665185,29.6578015772217,-2.00039082209427,-0.292892337696253,-0.044282500237035,-0.00271114665893896
1.27004221105528,-44.4600049089545,-1.12787914619661,-0.183701663844514,-0.024405091715259,-0.000870369881076809,28.905804161403,-2.02955538922855,-0.296131376055399,-0.0449131700640811,-0.00277984554788087
1.27883567839196,-44.0711174164291,-1.12173426390308,-0.182902040192548,-0.0242804773205934,-0.000860067825373246,28.2041345651569,-2.05932975247579,-0.299403315226498,-0.045550427995743,-0.00284984051502841
1.28762914572864,-43.7371993407824,-1.11563680815,-0.18210561053993,-0.0241560303976751,-0.000849775905792758,27.5482551228733,-2.08973319221377,-0.3027085363734,-0.046194317467124,-0.00292114502054304
1.29642261306533,-43.4546241071967,-1.10958615969809,-0.181312333354527,-0.0240317447476574,-0.000839493362225805,26.9341698157271,-2.12078584055302,-0.306047427418089,-0.0468448822320316,-0.00299377249883506
1.30521608040201,-43.2202482540453,-1.10358170967014,-0.180522167725752,-0.0239076142943603,-0.000829219435729043,26.3583464186622,-2.15250873000546,-0.30942038320878,-0.0475021663747885,-0.00306773635931999
1.31400954773869,-43.031347930942,-1.09762285937356,-0.179735073363127,-0.0237836330860949,-0.00081895336895905,25.8176517402923,-2.18492384559309,-0.312827805692284,-0.0481662143221469,-0.00314304998716164
1.32280301507538,-42.8855660919986,-1.09170902011596,-0.178951010593919,-0.0236597952964051,-0.000808694407098731,25.3092974595401,-2.21805418065466,-0.316270104088773,-0.0488370708547361,-0.00321972674435483
1.33159648241206,-42.7808684287183,-1.08583961304063,-0.178169940363238,-0.0235360952250193,-0.000798441799051236,24.8307945935604,-2.25192379672047,-0.319747695076005,-0.0495147811201251,-0.00329777997049383
