"beta","factor","rc.1","rc.2","rc.3","rb.1","rb.2","rb.3","rb.4"
1.61298743718593,-29.6431645136691,-0.495921973699192,-0.0500687525984397,-0.00114353985207102,11.9372497308347,-2.46005147341479,-0.212050162552728,-0.0163321047808812
1.62178090452261,-30.1843667679973,-0.493050569473091,-0.0497255570621384,-0.00111738048603242,11.9046885068778,-2.51618021366191,-0.214952051757144,-0.0166540103405293
1.6305743718593,-30.7599280221537,-0.490195815156211,-0.049383029475558,-0.00109123440029897,11.8769217880072,-2.57444773922942,-0.217890109179277,-0.0169805540793289
1.63936783919598,-31.3720920264323,-0.487357518931267,-0.0490411610631927,-0.00106510078499186,11.8539731677778,-2.63498534127463,-0.22086486605774,-0.0173117782709717
1.64816130653266,-32.0233444129646,-0.484535492179719,-0.0486999433174698,-0.00103897887321271,11.8358836108261,-2.69793579001468,-0.223876865532382,-0.0176477255510282
1.65695477386935,-32.7164425793237,-0.481729549420631,-0.0483593679937843,-0.00101286794141126,11.8227123795816,-2.76345465460158,-0.22692666298783,-0.0179884389273647
1.66574824120603,-33.4544503838437,-0.47893950825191,-0.048019427106057,-0.00098676730938907,11.8145381823784,-2.83171181317201,-0.230014826409425,-0.0183339617907178
1.67454170854271,-34.2407785536244,-0.476165189290999,-0.0476801129217079,-0.000960676340626306,11.8114605732736,-2.9028931862884,-0.233141936750684,-0.0186843379253316
1.6833351758794,-35.0792319080844,-0.473406416117819,-0.0473414179571038,-0.000934594442276319,11.8136016412237,-2.97720273390832,-0.236308588314071,-0.0190396115197838
1.69212864321608,-35.974064752998,-0.470663015217925,-0.0470033349726511,-0.000908521065383879,11.8211080349207,-3.05486476453175,-0.239515389144799,-0.0193998271778962
